Strike,Expiry,Contract Name,Last Trade Date,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Quote
448.0,2022-09-19,SPY220919C00448000,2022-09-08 11:09AM EDT,0.02,0.0,0.01,0.0,-,2,78,0.6563,2022-09-18 15:38:55.132511
449.0,2022-09-19,SPY220919C00449000,2022-09-09 3:53PM EDT,0.01,0.0,0.01,0.0,-,6,457,0.6563,2022-09-18 15:38:55.132511
450.0,2022-09-19,SPY220919C00450000,2022-09-16 12:56PM EDT,0.01,0.0,0.01,0.0,-,5,298,0.6563,2022-09-18 15:38:55.132511
451.0,2022-09-19,SPY220919C00451000,2022-09-12 2:31PM EDT,0.01,0.0,0.01,0.0,-,1,52,0.6718999999999999,2022-09-18 15:38:55.132511
452.0,2022-09-19,SPY220919C00452000,2022-09-08 9:33AM EDT,0.01,0.0,0.01,0.0,-,12,273,0.6875,2022-09-18 15:38:55.132511
453.0,2022-09-19,SPY220919C00453000,2022-09-06 3:44PM EDT,0.01,0.0,0.01,0.0,-,1,35,0.6875,2022-09-18 15:38:55.132511
454.0,2022-09-19,SPY220919C00454000,2022-09-06 3:46PM EDT,0.02,0.0,0.01,0.0,-,101,107,0.7031000000000001,2022-09-18 15:38:55.132511
455.0,2022-09-19,SPY220919C00455000,2022-09-08 1:37PM EDT,0.01,0.0,0.01,0.0,-,100,183,0.7188,2022-09-18 15:38:55.132511
456.0,2022-09-19,SPY220919C00456000,2022-09-08 10:20AM EDT,0.02,0.0,0.01,0.0,-,1,26,0.7188,2022-09-18 15:38:55.132511
457.0,2022-09-19,SPY220919C00457000,2022-09-08 10:26AM EDT,0.01,0.0,0.01,0.0,-,1,12,0.7188,2022-09-18 15:38:55.132511
458.0,2022-09-19,SPY220919C00458000,2022-09-02 10:33AM EDT,0.02,0.0,0.01,0.0,-,1,9,0.7343999999999999,2022-09-18 15:38:55.132511
459.0,2022-09-19,SPY220919C00459000,2022-08-26 11:55AM EDT,0.03,0.0,0.01,0.0,-,2,3,0.75,2022-09-18 15:38:55.132511
460.0,2022-09-19,SPY220919C00460000,2022-08-30 10:37AM EDT,0.01,0.0,0.01,0.0,-,1,340,0.75,2022-09-18 15:38:55.132511
461.0,2022-09-19,SPY220919C00461000,2022-09-02 10:33AM EDT,0.01,0.0,0.01,0.0,-,1,57,0.75,2022-09-18 15:38:55.132511
462.0,2022-09-19,SPY220919C00462000,2022-09-02 10:38AM EDT,0.02,0.0,0.01,0.0,-,2,12,0.7813,2022-09-18 15:38:55.132511
463.0,2022-09-19,SPY220919C00463000,2022-08-31 11:16AM EDT,0.01,0.0,0.01,0.0,-,1,18,0.7813,2022-09-18 15:38:55.132511
464.0,2022-09-19,SPY220919C00464000,2022-09-02 10:38AM EDT,0.01,0.0,0.01,0.0,-,1,3,0.7813,2022-09-18 15:38:55.132511
465.0,2022-09-19,SPY220919C00465000,2022-09-16 12:56PM EDT,0.01,0.0,0.01,0.0,-,5,405,0.7968999999999999,2022-09-18 15:38:55.132511
466.0,2022-09-19,SPY220919C00466000,2022-09-02 10:33AM EDT,0.01,0.0,0.01,0.0,-,1,3,0.8125,2022-09-18 15:38:55.132511
467.0,2022-09-19,SPY220919C00467000,2022-08-31 9:40AM EDT,0.01,0.0,0.01,0.0,-,49,53,0.8125,2022-09-18 15:38:55.132511
468.0,2022-09-19,SPY220919C00468000,2022-08-30 3:11PM EDT,0.01,0.0,0.01,0.0,-,3,6,0.8125,2022-09-18 15:38:55.132511
469.0,2022-09-19,SPY220919C00469000,2022-08-29 12:10PM EDT,0.01,0.0,0.01,0.0,-,26,25,0.8281000000000001,2022-09-18 15:38:55.132511
470.0,2022-09-19,SPY220919C00470000,2022-09-14 9:52AM EDT,0.01,0.0,0.01,0.0,-,1,42,0.8438,2022-09-18 15:38:55.132511
471.0,2022-09-19,SPY220919C00471000,2022-08-26 1:47PM EDT,0.01,0.0,0.01,0.0,-,5,5,0.8438,2022-09-18 15:38:55.132511
473.0,2022-09-19,SPY220919C00473000,2022-08-30 11:20AM EDT,0.01,0.0,0.01,0.0,-,9,260,0.8593999999999999,2022-09-18 15:38:55.132511
474.0,2022-09-19,SPY220919C00474000,2022-08-26 1:51PM EDT,0.01,0.0,0.01,0.0,-,5,20,0.875,2022-09-18 15:38:55.132511
475.0,2022-09-19,SPY220919C00475000,2022-08-30 10:03AM EDT,0.01,0.0,0.01,0.0,-,350,267,0.875,2022-09-18 15:38:55.132511
476.0,2022-09-19,SPY220919C00476000,2022-08-29 3:50PM EDT,0.01,0.0,0.01,0.0,-,0,6,0.875,2022-09-18 15:38:55.132511
477.0,2022-09-19,SPY220919C00477000,2022-08-16 12:10PM EDT,0.08,0.0,0.01,0.0,-,2,2,0.9063,2022-09-18 15:38:55.132511
478.0,2022-09-19,SPY220919C00478000,2022-08-24 10:03AM EDT,0.01,0.0,0.01,0.0,-,0,2,0.9063,2022-09-18 15:38:55.132511
479.0,2022-09-19,SPY220919C00479000,2022-08-26 9:32AM EDT,0.01,0.0,0.01,0.0,-,175,175,0.9063,2022-09-18 15:38:55.132511
480.0,2022-09-19,SPY220919C00480000,2022-08-15 11:41AM EDT,0.05,0.0,0.01,0.0,-,0,1,0.9063,2022-09-18 15:38:55.132511
482.0,2022-09-19,SPY220919C00482000,2022-09-09 1:48PM EDT,0.01,0.0,0.01,0.0,-,3,3,0.9375,2022-09-18 15:38:55.132511
483.0,2022-09-19,SPY220919C00483000,2022-08-30 10:29AM EDT,0.01,0.0,0.01,0.0,-,0,3,0.9375,2022-09-18 15:38:55.132511
485.0,2022-09-19,SPY220919C00485000,2022-09-09 4:03PM EDT,0.01,0.0,0.01,0.0,-,3,264,0.9688,2022-09-18 15:38:55.132511
486.0,2022-09-19,SPY220919C00486000,2022-08-22 2:38PM EDT,0.01,0.0,0.01,0.0,-,187,187,0.9688,2022-09-18 15:38:55.132511
488.0,2022-09-19,SPY220919C00488000,2022-08-22 2:43PM EDT,0.01,0.0,0.01,0.0,-,3,3,0.9688,2022-09-18 15:38:55.132511
489.0,2022-09-19,SPY220919C00489000,2022-09-08 12:28PM EDT,0.01,0.0,0.01,0.0,-,0,2,0.9843999999999999,2022-09-18 15:38:55.132511
510.0,2022-09-19,SPY220919C00510000,2022-09-16 2:04PM EDT,0.01,0.0,0.01,0.0,-,1,9,1.1562999999999999,2022-09-18 15:38:55.132511
340.0,2022-09-21,SPY220921C00340000,2022-09-12 9:37AM EDT,68.69,45.79,46.69,0.0,-,0,0,0.7554000000000001,2022-09-18 15:38:56.895464
350.0,2022-09-21,SPY220921C00350000,2022-09-16 10:43AM EDT,35.12,35.81,36.7,-5.52,-13.58%,12,0,0.6162,2022-09-18 15:38:56.895464
356.0,2022-09-21,SPY220921C00356000,2022-09-16 3:36PM EDT,29.0,29.84,30.72,-13.4,-31.60%,10,0,0.5347,2022-09-18 15:38:56.895464
358.0,2022-09-21,SPY220921C00358000,2022-09-14 1:24PM EDT,37.21,27.86,28.73,0.0,-,1,1,0.5083,2022-09-18 15:38:56.895464
360.0,2022-09-21,SPY220921C00360000,2022-09-16 11:38AM EDT,23.5,25.89,26.75,-10.16,-30.18%,51,0,0.5454,2022-09-18 15:38:56.895464
365.0,2022-09-21,SPY220921C00365000,2022-09-16 4:05PM EDT,21.2,21.04,21.85,-4.61,-17.86%,7,0,0.4768,2022-09-18 15:38:56.895464
366.0,2022-09-21,SPY220921C00366000,2022-09-16 1:23PM EDT,17.74,20.1,20.89,-10.74,-37.71%,2,0,0.4648,2022-09-18 15:38:56.895464
368.0,2022-09-21,SPY220921C00368000,2022-09-16 3:13PM EDT,17.8,18.24,18.99,-12.2,-40.67%,4,1,0.44189999999999996,2022-09-18 15:38:56.895464
370.0,2022-09-21,SPY220921C00370000,2022-09-16 3:49PM EDT,16.21,16.42,17.13,-5.66,-25.88%,30,0,0.4211,2022-09-18 15:38:56.895464
372.0,2022-09-21,SPY220921C00372000,2022-09-16 2:02PM EDT,12.57,14.67,15.31,-10.31,-45.06%,26,1,0.402,2022-09-18 15:38:56.895464
374.0,2022-09-21,SPY220921C00374000,2022-09-16 2:27PM EDT,12.99,12.98,13.52,-6.43,-33.11%,80,1,0.3826,2022-09-18 15:38:56.895464
375.0,2022-09-21,SPY220921C00375000,2022-09-16 4:14PM EDT,12.34,12.23,12.51,-1.86,-13.10%,203,6,0.36229999999999996,2022-09-18 15:38:56.895464
376.0,2022-09-21,SPY220921C00376000,2022-09-16 3:58PM EDT,11.61,11.43,11.69,-1.61,-12.18%,562,13,0.3568,2022-09-18 15:38:56.895464
378.0,2022-09-21,SPY220921C00378000,2022-09-16 3:58PM EDT,10.01,10.07,10.12,-1.33,-11.73%,1124,48,0.34740000000000004,2022-09-18 15:38:56.895464
380.0,2022-09-21,SPY220921C00380000,2022-09-16 4:12PM EDT,8.7,8.61,8.66,-1.9,-17.92%,2386,107,0.33990000000000004,2022-09-18 15:38:56.895464
382.0,2022-09-21,SPY220921C00382000,2022-09-16 4:10PM EDT,7.33,7.25,7.3,-2.1,-22.27%,3168,101,0.3326,2022-09-18 15:38:56.895464
384.0,2022-09-21,SPY220921C00384000,2022-09-16 4:12PM EDT,6.08,6.01,6.04,-1.92,-24.00%,11399,655,0.3251,2022-09-18 15:38:56.895464
385.0,2022-09-21,SPY220921C00385000,2022-09-16 4:14PM EDT,5.37,5.43,5.46,-1.93,-26.44%,12572,383,0.32170000000000004,2022-09-18 15:38:56.895464
386.0,2022-09-21,SPY220921C00386000,2022-09-16 4:14PM EDT,4.86,4.88,4.91,-2.01,-29.26%,14379,1259,0.3182,2022-09-18 15:38:56.895464
388.0,2022-09-21,SPY220921C00388000,2022-09-16 4:14PM EDT,3.85,3.88,3.91,-1.85,-32.46%,7734,2645,0.3118,2022-09-18 15:38:56.895464
390.0,2022-09-21,SPY220921C00390000,2022-09-16 4:14PM EDT,2.98,3.0,3.03,-1.65,-35.64%,18047,5559,0.3048,2022-09-18 15:38:56.895464
392.0,2022-09-21,SPY220921C00392000,2022-09-16 4:14PM EDT,2.23,2.25,2.28,-1.51,-40.37%,4325,4946,0.29760000000000003,2022-09-18 15:38:56.895464
394.0,2022-09-21,SPY220921C00394000,2022-09-16 4:14PM EDT,1.61,1.64,1.67,-1.3,-44.67%,4871,7047,0.2914,2022-09-18 15:38:56.895464
395.0,2022-09-21,SPY220921C00395000,2022-09-16 4:14PM EDT,1.37,1.39,1.41,-1.21,-46.90%,7264,4489,0.28809999999999997,2022-09-18 15:38:56.895464
396.0,2022-09-21,SPY220921C00396000,2022-09-16 4:14PM EDT,1.15,1.16,1.18,-1.18,-50.64%,9440,7286,0.2849,2022-09-18 15:38:56.895464
398.0,2022-09-21,SPY220921C00398000,2022-09-16 4:14PM EDT,0.79,0.8,0.82,-0.91,-53.53%,12196,5463,0.28059999999999996,2022-09-18 15:38:56.895464
400.0,2022-09-21,SPY220921C00400000,2022-09-16 4:14PM EDT,0.54,0.54,0.55,-0.69,-56.10%,21605,16635,0.2764,2022-09-18 15:38:56.895464
402.0,2022-09-21,SPY220921C00402000,2022-09-16 4:14PM EDT,0.35,0.36,0.37,-0.55,-61.11%,6241,8035,0.2747,2022-09-18 15:38:56.895464
404.0,2022-09-21,SPY220921C00404000,2022-09-16 4:14PM EDT,0.24,0.23,0.25,-0.4,-62.50%,3573,6904,0.2749,2022-09-18 15:38:56.895464
405.0,2022-09-21,SPY220921C00405000,2022-09-16 4:12PM EDT,0.2,0.19,0.2,-0.36,-64.29%,3721,6516,0.27390000000000003,2022-09-18 15:38:56.895464
406.0,2022-09-21,SPY220921C00406000,2022-09-16 4:01PM EDT,0.15,0.15,0.16,-0.3,-66.67%,1421,3686,0.2734,2022-09-18 15:38:56.895464
408.0,2022-09-21,SPY220921C00408000,2022-09-16 4:11PM EDT,0.11,0.1,0.11,-0.21,-65.62%,1576,5835,0.2764,2022-09-18 15:38:56.895464
410.0,2022-09-21,SPY220921C00410000,2022-09-16 4:13PM EDT,0.06,0.06,0.07,-0.14,-70.00%,2496,17924,0.2764,2022-09-18 15:38:56.895464
412.0,2022-09-21,SPY220921C00412000,2022-09-16 4:14PM EDT,0.04,0.04,0.05,-0.11,-73.33%,482,5224,0.2813,2022-09-18 15:38:56.895464
414.0,2022-09-21,SPY220921C00414000,2022-09-16 4:06PM EDT,0.03,0.03,0.04,-0.07,-70.00%,316,3218,0.29100000000000004,2022-09-18 15:38:56.895464
415.0,2022-09-21,SPY220921C00415000,2022-09-16 4:08PM EDT,0.02,0.02,0.03,-0.06,-75.00%,1570,4562,0.2891,2022-09-18 15:38:56.895464
416.0,2022-09-21,SPY220921C00416000,2022-09-16 3:44PM EDT,0.02,0.02,0.03,-0.05,-71.43%,264,1915,0.2969,2022-09-18 15:38:56.895464
417.0,2022-09-21,SPY220921C00417000,2022-09-16 3:59PM EDT,0.02,0.01,0.02,-0.03,-60.00%,47,2760,0.293,2022-09-18 15:38:56.895464
