Strike,Expiry,Contract Name,Last Trade Date,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Quote
335.0,2022-09-19,SPY220919P00335000,2022-09-16 3:58PM EDT,0.01,0.0,0.01,-0.03,-75.00%,382,302,0.625,2022-09-18 15:38:55.134954
336.0,2022-09-19,SPY220919P00336000,2022-09-16 10:10AM EDT,0.02,0.0,0.01,0.0,-,16,258,0.6093999999999999,2022-09-18 15:38:55.134954
337.0,2022-09-19,SPY220919P00337000,2022-09-16 10:50AM EDT,0.01,0.0,0.01,-0.04,-80.00%,60,8,0.5938,2022-09-18 15:38:55.134954
338.0,2022-09-19,SPY220919P00338000,2022-09-16 4:14PM EDT,0.01,0.0,0.01,-0.01,-50.00%,62,838,0.5781000000000001,2022-09-18 15:38:55.134954
339.0,2022-09-19,SPY220919P00339000,2022-09-16 1:40PM EDT,0.01,0.01,0.02,0.0,-,2,1180,0.6328,2022-09-18 15:38:55.134954
340.0,2022-09-19,SPY220919P00340000,2022-09-16 3:59PM EDT,0.02,0.01,0.02,-0.01,-33.33%,263,1239,0.6172,2022-09-18 15:38:55.134954
341.0,2022-09-19,SPY220919P00341000,2022-09-16 9:35AM EDT,0.03,0.01,0.02,0.0,-,1,1023,0.6015999999999999,2022-09-18 15:38:55.134954
342.0,2022-09-19,SPY220919P00342000,2022-09-16 9:56AM EDT,0.03,0.01,0.02,0.01,+50.00%,3,565,0.5938,2022-09-18 15:38:55.134954
343.0,2022-09-19,SPY220919P00343000,2022-09-16 2:49PM EDT,0.01,0.01,0.02,-0.02,-66.67%,121,1272,0.5781000000000001,2022-09-18 15:38:55.134954
344.0,2022-09-19,SPY220919P00344000,2022-09-16 3:04PM EDT,0.02,0.01,0.02,-0.03,-60.00%,42,720,0.5625,2022-09-18 15:38:55.134954
345.0,2022-09-19,SPY220919P00345000,2022-09-16 3:42PM EDT,0.01,0.01,0.02,-0.02,-66.67%,85,320,0.5547,2022-09-18 15:38:55.134954
346.0,2022-09-19,SPY220919P00346000,2022-09-16 3:54PM EDT,0.01,0.01,0.02,-0.02,-66.67%,135,374,0.5390999999999999,2022-09-18 15:38:55.134954
347.0,2022-09-19,SPY220919P00347000,2022-09-16 3:05PM EDT,0.02,0.01,0.02,-0.02,-50.00%,165,276,0.5234000000000001,2022-09-18 15:38:55.134954
348.0,2022-09-19,SPY220919P00348000,2022-09-16 3:30PM EDT,0.01,0.01,0.02,-0.03,-75.00%,542,1010,0.5156000000000001,2022-09-18 15:38:55.134954
349.0,2022-09-19,SPY220919P00349000,2022-09-16 3:43PM EDT,0.02,0.01,0.02,-0.02,-50.00%,85,349,0.5,2022-09-18 15:38:55.134954
350.0,2022-09-19,SPY220919P00350000,2022-09-16 4:12PM EDT,0.02,0.01,0.02,-0.02,-50.00%,369,1045,0.5,2022-09-18 15:38:55.134954
351.0,2022-09-19,SPY220919P00351000,2022-09-16 4:03PM EDT,0.01,0.01,0.02,-0.03,-75.00%,2228,663,0.48829999999999996,2022-09-18 15:38:55.134954
352.0,2022-09-19,SPY220919P00352000,2022-09-16 3:57PM EDT,0.03,0.01,0.02,-0.01,-25.00%,69,65,0.47659999999999997,2022-09-18 15:38:55.134954
353.0,2022-09-19,SPY220919P00353000,2022-09-16 4:03PM EDT,0.02,0.01,0.02,-0.02,-50.00%,19,295,0.46090000000000003,2022-09-18 15:38:55.134954
354.0,2022-09-19,SPY220919P00354000,2022-09-16 4:08PM EDT,0.02,0.01,0.02,-0.03,-60.00%,798,206,0.44920000000000004,2022-09-18 15:38:55.134954
355.0,2022-09-19,SPY220919P00355000,2022-09-16 4:14PM EDT,0.02,0.02,0.03,-0.03,-60.00%,249,818,0.457,2022-09-18 15:38:55.134954
356.0,2022-09-19,SPY220919P00356000,2022-09-16 1:50PM EDT,0.03,0.02,0.03,-0.03,-50.00%,308,2617,0.4414,2022-09-18 15:38:55.134954
357.0,2022-09-19,SPY220919P00357000,2022-09-16 3:55PM EDT,0.03,0.02,0.03,-0.02,-40.00%,73,518,0.42969999999999997,2022-09-18 15:38:55.134954
358.0,2022-09-19,SPY220919P00358000,2022-09-16 3:58PM EDT,0.03,0.02,0.03,-0.04,-57.14%,5403,726,0.41409999999999997,2022-09-18 15:38:55.134954
359.0,2022-09-19,SPY220919P00359000,2022-09-16 4:03PM EDT,0.03,0.02,0.03,-0.04,-57.14%,1483,2463,0.4023,2022-09-18 15:38:55.134954
360.0,2022-09-19,SPY220919P00360000,2022-09-16 4:12PM EDT,0.03,0.02,0.03,-0.03,-50.00%,8840,4239,0.38670000000000004,2022-09-18 15:38:55.134954
361.0,2022-09-19,SPY220919P00361000,2022-09-16 4:12PM EDT,0.03,0.03,0.04,-0.04,-57.14%,3354,1156,0.38670000000000004,2022-09-18 15:38:55.134954
362.0,2022-09-19,SPY220919P00362000,2022-09-16 4:07PM EDT,0.03,0.03,0.04,-0.04,-57.14%,4709,1718,0.37310000000000004,2022-09-18 15:38:55.134954
363.0,2022-09-19,SPY220919P00363000,2022-09-16 4:11PM EDT,0.03,0.03,0.04,-0.05,-62.50%,6216,341,0.3594,2022-09-18 15:38:55.134954
364.0,2022-09-19,SPY220919P00364000,2022-09-16 3:57PM EDT,0.04,0.03,0.04,-0.05,-55.56%,5501,584,0.34380000000000005,2022-09-18 15:38:55.134954
365.0,2022-09-19,SPY220919P00365000,2022-09-16 4:12PM EDT,0.04,0.03,0.04,-0.04,-50.00%,5545,3372,0.3301,2022-09-18 15:38:55.134954
366.0,2022-09-19,SPY220919P00366000,2022-09-16 4:12PM EDT,0.04,0.03,0.04,-0.06,-60.00%,3970,2006,0.3164,2022-09-18 15:38:55.134954
367.0,2022-09-19,SPY220919P00367000,2022-09-16 4:05PM EDT,0.04,0.04,0.05,-0.08,-66.67%,6573,589,0.3106,2022-09-18 15:38:55.134954
368.0,2022-09-19,SPY220919P00368000,2022-09-16 4:14PM EDT,0.05,0.04,0.06,-0.05,-50.00%,6018,742,0.30469999999999997,2022-09-18 15:38:55.134954
369.0,2022-09-19,SPY220919P00369000,2022-09-16 4:06PM EDT,0.05,0.05,0.06,-0.08,-61.54%,5200,748,0.2891,2022-09-18 15:38:55.134954
370.0,2022-09-19,SPY220919P00370000,2022-09-16 4:14PM EDT,0.06,0.05,0.06,-0.07,-53.85%,22537,6644,0.2734,2022-09-18 15:38:55.134954
371.0,2022-09-19,SPY220919P00371000,2022-09-16 4:13PM EDT,0.07,0.06,0.07,-0.07,-50.00%,23220,615,0.2656,2022-09-18 15:38:55.134954
372.0,2022-09-19,SPY220919P00372000,2022-09-16 4:14PM EDT,0.08,0.08,0.09,-0.08,-50.00%,12000,1637,0.2607,2022-09-18 15:38:55.134954
373.0,2022-09-19,SPY220919P00373000,2022-09-16 4:14PM EDT,0.1,0.09,0.1,-0.12,-54.55%,12521,1995,0.249,2022-09-18 15:38:55.134954
374.0,2022-09-19,SPY220919P00374000,2022-09-16 4:13PM EDT,0.12,0.12,0.13,-0.11,-47.83%,22632,2719,0.2441,2022-09-18 15:38:55.134954
375.0,2022-09-19,SPY220919P00375000,2022-09-16 4:14PM EDT,0.17,0.15,0.16,-0.1,-37.04%,66143,4246,0.23629999999999998,2022-09-18 15:38:55.134954
376.0,2022-09-19,SPY220919P00376000,2022-09-16 4:14PM EDT,0.21,0.2,0.21,-0.13,-38.24%,26215,2320,0.2324,2022-09-18 15:38:55.134954
377.0,2022-09-19,SPY220919P00377000,2022-09-16 4:14PM EDT,0.3,0.27,0.28,-0.09,-23.08%,30375,1615,0.22899999999999998,2022-09-18 15:38:55.134954
378.0,2022-09-19,SPY220919P00378000,2022-09-16 4:14PM EDT,0.38,0.37,0.38,-0.12,-24.00%,44833,2262,0.2275,2022-09-18 15:38:55.134954
379.0,2022-09-19,SPY220919P00379000,2022-09-16 4:14PM EDT,0.5,0.5,0.51,-0.08,-13.79%,31181,2629,0.2266,2022-09-18 15:38:55.134954
380.0,2022-09-19,SPY220919P00380000,2022-09-16 4:14PM EDT,0.64,0.64,0.65,-0.08,-11.11%,173170,7557,0.22190000000000001,2022-09-18 15:38:55.134954
381.0,2022-09-19,SPY220919P00381000,2022-09-16 4:14PM EDT,0.85,0.82,0.83,-0.04,-4.49%,168546,3328,0.218,2022-09-18 15:38:55.134954
382.0,2022-09-19,SPY220919P00382000,2022-09-16 4:14PM EDT,1.06,1.03,1.05,0.0,-,103797,3731,0.2141,2022-09-18 15:38:55.134954
383.0,2022-09-19,SPY220919P00383000,2022-09-16 4:14PM EDT,1.33,1.29,1.31,0.07,+5.56%,126033,4408,0.20920000000000002,2022-09-18 15:38:55.134954
384.0,2022-09-19,SPY220919P00384000,2022-09-16 4:14PM EDT,1.64,1.61,1.62,0.12,+7.89%,94687,4141,0.2039,2022-09-18 15:38:55.134954
385.0,2022-09-19,SPY220919P00385000,2022-09-16 4:14PM EDT,1.99,1.95,1.97,0.21,+11.80%,92207,17199,0.1968,2022-09-18 15:38:55.134954
386.0,2022-09-19,SPY220919P00386000,2022-09-16 4:14PM EDT,2.39,2.39,2.4,0.29,+13.81%,25957,7334,0.1907,2022-09-18 15:38:55.134954
387.0,2022-09-19,SPY220919P00387000,2022-09-16 4:14PM EDT,2.9,2.85,2.88,0.44,+17.89%,7286,6251,0.18239999999999998,2022-09-18 15:38:55.134954
388.0,2022-09-19,SPY220919P00388000,2022-09-16 4:14PM EDT,3.49,3.4,3.44,0.63,+22.03%,13697,12899,0.17379999999999998,2022-09-18 15:38:55.134954
389.0,2022-09-19,SPY220919P00389000,2022-09-16 4:13PM EDT,4.07,4.01,4.06,0.76,+22.96%,5180,6631,0.16210000000000002,2022-09-18 15:38:55.134954
390.0,2022-09-19,SPY220919P00390000,2022-09-16 4:14PM EDT,4.81,4.67,4.8,1.0,+26.25%,7848,12107,0.1533,2022-09-18 15:38:55.134954
391.0,2022-09-19,SPY220919P00391000,2022-09-16 4:14PM EDT,5.55,5.39,5.55,1.23,+28.47%,3559,6781,0.127,2022-09-18 15:38:55.134954
392.0,2022-09-19,SPY220919P00392000,2022-09-16 4:14PM EDT,6.38,6.19,6.36,1.41,+28.37%,2393,9174,0.0,2022-09-18 15:38:55.134954
393.0,2022-09-19,SPY220919P00393000,2022-09-16 4:14PM EDT,7.25,7.05,7.21,1.92,+36.02%,1365,6877,0.0,2022-09-18 15:38:55.134954
394.0,2022-09-19,SPY220919P00394000,2022-09-16 4:13PM EDT,7.98,7.95,8.11,1.78,+28.71%,848,5330,0.0,2022-09-18 15:38:55.134954
395.0,2022-09-19,SPY220919P00395000,2022-09-16 4:04PM EDT,9.18,8.88,9.17,2.15,+30.58%,1255,7340,0.0,2022-09-18 15:38:55.134954
396.0,2022-09-19,SPY220919P00396000,2022-09-16 3:59PM EDT,10.27,9.53,10.33,2.35,+29.67%,430,2974,0.0,2022-09-18 15:38:55.134954
397.0,2022-09-19,SPY220919P00397000,2022-09-16 4:06PM EDT,10.86,10.8,11.1,2.5,+29.90%,648,2019,0.0,2022-09-18 15:38:55.134954
398.0,2022-09-19,SPY220919P00398000,2022-09-16 4:02PM EDT,12.18,11.63,12.3,2.65,+27.81%,809,2718,0.0,2022-09-18 15:38:55.134954
399.0,2022-09-19,SPY220919P00399000,2022-09-16 3:58PM EDT,13.0,12.45,13.29,1.79,+15.97%,370,3371,0.0,2022-09-18 15:38:55.134954
400.0,2022-09-19,SPY220919P00400000,2022-09-16 4:12PM EDT,13.73,13.44,14.29,2.54,+22.70%,698,4150,0.0,2022-09-18 15:38:55.134954
401.0,2022-09-19,SPY220919P00401000,2022-09-16 3:52PM EDT,15.5,14.39,15.28,2.5,+19.23%,153,3348,0.0,2022-09-18 15:38:55.134954
402.0,2022-09-19,SPY220919P00402000,2022-09-16 4:08PM EDT,15.77,15.39,16.28,2.66,+20.29%,124,1887,0.0,2022-09-18 15:38:55.134954
403.0,2022-09-19,SPY220919P00403000,2022-09-16 4:00PM EDT,17.41,16.38,17.28,2.51,+16.85%,122,1215,0.0,2022-09-18 15:38:55.134954
404.0,2022-09-19,SPY220919P00404000,2022-09-16 4:13PM EDT,17.71,17.38,18.28,2.63,+17.44%,91,2521,0.0,2022-09-18 15:38:55.134954
405.0,2022-09-19,SPY220919P00405000,2022-09-16 3:59PM EDT,18.92,18.38,19.28,2.97,+18.62%,171,2551,0.0,2022-09-18 15:38:55.134954
406.0,2022-09-19,SPY220919P00406000,2022-09-16 4:13PM EDT,19.72,19.38,20.28,2.72,+16.00%,42,2542,0.0,2022-09-18 15:38:55.134954
407.0,2022-09-19,SPY220919P00407000,2022-09-16 3:06PM EDT,20.99,20.38,21.28,2.74,+15.01%,41,2623,0.0,2022-09-18 15:38:55.134954
408.0,2022-09-19,SPY220919P00408000,2022-09-16 4:14PM EDT,21.96,21.38,22.28,5.65,+34.64%,53,2885,0.0,2022-09-18 15:38:55.134954
409.0,2022-09-19,SPY220919P00409000,2022-09-16 3:12PM EDT,23.87,22.38,23.28,3.37,+16.44%,14,1890,0.0,2022-09-18 15:38:55.134954
410.0,2022-09-19,SPY220919P00410000,2022-09-16 4:06PM EDT,23.96,23.38,24.28,3.2,+15.41%,73,2318,0.0,2022-09-18 15:38:55.134954
411.0,2022-09-19,SPY220919P00411000,2022-09-16 3:38PM EDT,25.7,24.38,25.28,3.58,+16.18%,27,2624,0.0,2022-09-18 15:38:55.134954
412.0,2022-09-19,SPY220919P00412000,2022-09-16 4:08PM EDT,25.79,25.38,26.28,2.9,+12.67%,12,961,0.0,2022-09-18 15:38:55.134954
413.0,2022-09-19,SPY220919P00413000,2022-09-16 2:00PM EDT,30.26,26.38,27.28,8.64,+39.96%,11,529,0.0,2022-09-18 15:38:55.134954
414.0,2022-09-19,SPY220919P00414000,2022-09-16 10:03AM EDT,31.0,27.38,28.28,5.35,+20.86%,40,561,0.0,2022-09-18 15:38:55.134954
415.0,2022-09-19,SPY220919P00415000,2022-09-16 3:44PM EDT,29.35,28.38,29.28,4.8,+19.55%,56,722,0.0,2022-09-18 15:38:55.134954
416.0,2022-09-19,SPY220919P00416000,2022-09-16 3:30PM EDT,31.53,29.38,30.28,4.08,+14.86%,22,703,0.0,2022-09-18 15:38:55.134954
417.0,2022-09-19,SPY220919P00417000,2022-09-15 3:42PM EDT,28.68,30.38,31.28,0.0,-,10,847,0.0,2022-09-18 15:38:55.134954
418.0,2022-09-19,SPY220919P00418000,2022-09-16 4:04PM EDT,32.17,31.38,32.28,4.46,+16.10%,1,320,0.0,2022-09-18 15:38:55.134954
419.0,2022-09-19,SPY220919P00419000,2022-09-16 12:16PM EDT,36.0,32.38,33.28,6.37,+21.50%,21,343,0.0,2022-09-18 15:38:55.134954
420.0,2022-09-19,SPY220919P00420000,2022-09-16 3:59PM EDT,33.86,33.38,34.28,2.13,+6.71%,51,347,0.0,2022-09-18 15:38:55.134954
421.0,2022-09-19,SPY220919P00421000,2022-09-16 11:23AM EDT,37.39,34.38,35.28,7.74,+26.10%,2,116,0.0,2022-09-18 15:38:55.134954
422.0,2022-09-19,SPY220919P00422000,2022-09-16 11:03AM EDT,38.43,35.38,36.28,7.94,+26.04%,1,86,0.0,2022-09-18 15:38:55.134954
423.0,2022-09-19,SPY220919P00423000,2022-09-15 10:22AM EDT,30.7,36.38,37.28,0.0,-,1,202,0.0,2022-09-18 15:38:55.134954
424.0,2022-09-19,SPY220919P00424000,2022-09-16 10:05AM EDT,41.0,37.38,38.28,10.0,+32.26%,1,405,0.0,2022-09-18 15:38:55.134954
425.0,2022-09-19,SPY220919P00425000,2022-09-16 3:03PM EDT,39.66,38.38,39.28,3.0,+8.18%,16,467,0.0,2022-09-18 15:38:55.134954
426.0,2022-09-19,SPY220919P00426000,2022-09-16 3:01PM EDT,40.9,39.38,40.28,7.32,+21.80%,1,188,0.0,2022-09-18 15:38:55.134954
427.0,2022-09-19,SPY220919P00427000,2022-09-14 9:44AM EDT,33.41,40.38,41.28,0.0,-,4,161,0.0,2022-09-18 15:38:55.134954
428.0,2022-09-19,SPY220919P00428000,2022-09-16 1:12PM EDT,44.82,41.38,42.28,4.47,+11.08%,1,185,0.0,2022-09-18 15:38:55.134954
429.0,2022-09-19,SPY220919P00429000,2022-09-02 9:52AM EDT,31.63,42.38,43.28,0.0,-,5,70,0.0,2022-09-18 15:38:55.134954
430.0,2022-09-19,SPY220919P00430000,2022-09-16 2:56PM EDT,45.27,43.38,44.28,9.24,+25.65%,1,84,0.0,2022-09-18 15:38:55.134954
431.0,2022-09-19,SPY220919P00431000,2022-09-16 10:09AM EDT,47.06,44.38,45.28,4.75,+11.23%,11,43,0.0,2022-09-18 15:38:55.134954
432.0,2022-09-19,SPY220919P00432000,2022-09-15 10:01AM EDT,37.73,45.38,46.28,0.0,-,1,23,0.0,2022-09-18 15:38:55.134954
433.0,2022-09-19,SPY220919P00433000,2022-09-13 9:31AM EDT,31.64,46.38,47.28,0.0,-,1,10,0.0,2022-09-18 15:38:55.134954
434.0,2022-09-19,SPY220919P00434000,2022-09-08 1:11PM EDT,36.77,47.38,48.28,0.0,-,10,9,0.0,2022-09-18 15:38:55.134954
435.0,2022-09-19,SPY220919P00435000,2022-09-15 10:37AM EDT,43.14,48.38,49.28,0.0,-,1,79,0.0,2022-09-18 15:38:55.134954
436.0,2022-09-19,SPY220919P00436000,2022-09-01 4:03PM EDT,41.07,49.38,50.28,0.0,-,1,1,0.0,2022-09-18 15:38:55.134954
437.0,2022-09-19,SPY220919P00437000,2022-09-07 3:58PM EDT,40.9,50.38,51.28,0.0,-,10,16,0.0,2022-09-18 15:38:55.134954
438.0,2022-09-19,SPY220919P00438000,2022-09-16 11:02AM EDT,54.16,51.38,52.28,23.97,+79.40%,40,44,0.0,2022-09-18 15:38:55.134954
439.0,2022-09-19,SPY220919P00439000,2022-09-15 9:31AM EDT,47.69,52.38,53.28,0.0,-,1,6,0.0,2022-09-18 15:38:55.134954
440.0,2022-09-19,SPY220919P00440000,2022-09-16 11:02AM EDT,56.15,53.38,54.28,23.97,+74.49%,40,58,0.0,2022-09-18 15:38:55.134954
441.0,2022-09-19,SPY220919P00441000,2022-09-09 3:52PM EDT,35.75,54.38,55.28,0.0,-,14,7,0.0,2022-09-18 15:38:55.134954
444.0,2022-09-19,SPY220919P00444000,2022-09-12 12:48PM EDT,35.79,57.38,58.28,0.0,-,0,5,0.0,2022-09-18 15:38:55.134954
445.0,2022-09-19,SPY220919P00445000,2022-08-31 1:25PM EDT,49.22,58.38,59.28,0.0,-,3,13,0.0,2022-09-18 15:38:55.134954
446.0,2022-09-19,SPY220919P00446000,2022-08-24 1:32PM EDT,34.48,59.38,60.28,0.0,-,1,1,0.0,2022-09-18 15:38:55.134954
448.0,2022-09-19,SPY220919P00448000,2022-09-15 3:58PM EDT,59.37,61.38,62.28,0.0,-,20,27,0.0,2022-09-18 15:38:55.134954
449.0,2022-09-19,SPY220919P00449000,2022-09-12 2:17PM EDT,39.72,62.38,63.28,0.0,-,0,7,0.0,2022-09-18 15:38:55.134954
450.0,2022-09-19,SPY220919P00450000,2022-09-16 10:13AM EDT,65.1,63.38,64.28,21.19,+48.26%,2,5,0.0,2022-09-18 15:38:55.134954
455.0,2022-09-19,SPY220919P00455000,2022-08-29 12:46PM EDT,51.86,68.38,69.28,0.0,-,11,11,0.0,2022-09-18 15:38:55.134954
458.0,2022-09-19,SPY220919P00458000,2022-09-15 10:49AM EDT,66.84,71.38,72.28,0.0,-,1,33,0.0,2022-09-18 15:38:55.134954
460.0,2022-09-19,SPY220919P00460000,2022-09-15 2:31PM EDT,69.09,73.38,74.28,0.0,-,10,13,0.0,2022-09-18 15:38:55.134954
465.0,2022-09-19,SPY220919P00465000,2022-08-26 3:36PM EDT,59.45,78.38,79.28,0.0,-,5,0,0.0,2022-09-18 15:38:55.134954
477.0,2022-09-19,SPY220919P00477000,2022-08-31 9:49AM EDT,77.21,90.38,91.28,0.0,-,0,4,0.0,2022-09-18 15:38:55.134954
478.0,2022-09-19,SPY220919P00478000,2022-09-14 1:00PM EDT,84.19,91.38,92.28,0.0,-,8,8,0.0,2022-09-18 15:38:55.134954
489.0,2022-09-19,SPY220919P00489000,2022-09-14 3:13PM EDT,97.71,102.38,103.28,0.0,-,8,8,0.0,2022-09-18 15:38:55.134954
510.0,2022-09-19,SPY220919P00510000,2022-09-01 1:32PM EDT,118.25,123.38,124.28,0.0,-,4,7,0.0,2022-09-18 15:38:55.134954
315.0,2022-09-21,SPY220921P00315000,2022-09-16 3:20PM EDT,0.02,0.01,0.02,0.0,-,1041,4352,0.6718999999999999,2022-09-18 15:38:56.896584
320.0,2022-09-21,SPY220921P00320000,2022-09-16 3:48PM EDT,0.01,0.01,0.02,-0.02,-66.67%,62,3186,0.625,2022-09-18 15:38:56.896584
325.0,2022-09-21,SPY220921P00325000,2022-09-16 3:50PM EDT,0.02,0.02,0.03,-0.01,-33.33%,119,1252,0.6093999999999999,2022-09-18 15:38:56.896584
330.0,2022-09-21,SPY220921P00330000,2022-09-16 2:30PM EDT,0.02,0.02,0.03,-0.03,-60.00%,943,621,0.5586,2022-09-18 15:38:56.896584
335.0,2022-09-21,SPY220921P00335000,2022-09-16 3:43PM EDT,0.02,0.02,0.03,-0.02,-50.00%,11,545,0.5078,2022-09-18 15:38:56.896584
340.0,2022-09-21,SPY220921P00340000,2022-09-16 3:29PM EDT,0.04,0.03,0.04,-0.02,-33.33%,271,1623,0.4844,2022-09-18 15:38:56.896584
345.0,2022-09-21,SPY220921P00345000,2022-09-16 3:25PM EDT,0.04,0.03,0.04,-0.02,-33.33%,31,937,0.43560000000000004,2022-09-18 15:38:56.896584
350.0,2022-09-21,SPY220921P00350000,2022-09-16 4:01PM EDT,0.05,0.04,0.05,-0.03,-37.50%,2708,1189,0.39649999999999996,2022-09-18 15:38:56.896584
352.0,2022-09-21,SPY220921P00352000,2022-09-16 4:00PM EDT,0.06,0.05,0.06,-0.04,-40.00%,34,132,0.3848,2022-09-18 15:38:56.896584
354.0,2022-09-21,SPY220921P00354000,2022-09-16 3:57PM EDT,0.06,0.06,0.07,-0.06,-50.00%,343,330,0.3711,2022-09-18 15:38:56.896584
355.0,2022-09-21,SPY220921P00355000,2022-09-16 4:08PM EDT,0.06,0.06,0.07,-0.07,-53.85%,2629,1100,0.3604,2022-09-18 15:38:56.896584
356.0,2022-09-21,SPY220921P00356000,2022-09-16 3:57PM EDT,0.08,0.07,0.08,-0.07,-46.67%,125,1209,0.3555,2022-09-18 15:38:56.896584
358.0,2022-09-21,SPY220921P00358000,2022-09-16 4:10PM EDT,0.09,0.09,0.1,-0.07,-43.75%,2574,1379,0.3457,2022-09-18 15:38:56.896584
360.0,2022-09-21,SPY220921P00360000,2022-09-16 4:14PM EDT,0.11,0.11,0.12,-0.05,-31.25%,12704,14302,0.33299999999999996,2022-09-18 15:38:56.896584
362.0,2022-09-21,SPY220921P00362000,2022-09-16 4:08PM EDT,0.16,0.15,0.16,-0.05,-23.81%,3354,2637,0.32520000000000004,2022-09-18 15:38:56.896584
364.0,2022-09-21,SPY220921P00364000,2022-09-16 4:14PM EDT,0.21,0.2,0.21,-0.04,-16.00%,1347,1455,0.31739999999999996,2022-09-18 15:38:56.896584
365.0,2022-09-21,SPY220921P00365000,2022-09-16 4:13PM EDT,0.25,0.24,0.25,-0.02,-7.41%,4643,2274,0.3154,2022-09-18 15:38:56.896584
366.0,2022-09-21,SPY220921P00366000,2022-09-16 4:13PM EDT,0.29,0.28,0.29,-0.02,-6.45%,4917,2012,0.312,2022-09-18 15:38:56.896584
368.0,2022-09-21,SPY220921P00368000,2022-09-16 4:13PM EDT,0.4,0.39,0.4,-0.01,-2.44%,2318,1200,0.30760000000000004,2022-09-18 15:38:56.896584
370.0,2022-09-21,SPY220921P00370000,2022-09-16 4:14PM EDT,0.57,0.55,0.56,0.06,+11.76%,23199,18637,0.3049,2022-09-18 15:38:56.896584
372.0,2022-09-21,SPY220921P00372000,2022-09-16 4:14PM EDT,0.78,0.76,0.78,0.09,+13.04%,14733,1839,0.3032,2022-09-18 15:38:56.896584
374.0,2022-09-21,SPY220921P00374000,2022-09-16 4:14PM EDT,1.07,1.05,1.06,0.16,+17.58%,4976,1468,0.30079999999999996,2022-09-18 15:38:56.896584
375.0,2022-09-21,SPY220921P00375000,2022-09-16 4:14PM EDT,1.25,1.22,1.23,0.23,+22.55%,25208,18891,0.29960000000000003,2022-09-18 15:38:56.896584
376.0,2022-09-21,SPY220921P00376000,2022-09-16 4:14PM EDT,1.45,1.41,1.42,0.28,+23.93%,6252,3608,0.2983,2022-09-18 15:38:56.896584
378.0,2022-09-21,SPY220921P00378000,2022-09-16 4:14PM EDT,1.85,1.85,1.87,0.36,+24.16%,10756,3733,0.2959,2022-09-18 15:38:56.896584
380.0,2022-09-21,SPY220921P00380000,2022-09-16 4:14PM EDT,2.44,2.39,2.41,0.5,+25.77%,38518,7966,0.2924,2022-09-18 15:38:56.896584
382.0,2022-09-21,SPY220921P00382000,2022-09-16 4:14PM EDT,3.07,3.03,3.05,0.61,+24.80%,16501,4944,0.2878,2022-09-18 15:38:56.896584
