Strike,Expiry,Contract Name,Last Trade Date,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Quote
374.0,2022-08-24 16:00:00,SPY220824C00374000,2022-08-09 9:38AM EDT,38.72,39.05,39.18,0.0,-,2,4,0.5820000000000001,2022-08-23 14:44:30.594686
375.0,2022-08-24 16:00:00,SPY220824C00375000,2022-08-16 2:05PM EDT,56.24,38.09,38.25,0.0,-,11,24,0.5547,2022-08-23 14:44:30.594686
376.0,2022-08-24 16:00:00,SPY220824C00376000,2022-08-03 3:46PM EDT,40.29,37.06,37.18,0.0,-,1,1,0.5547,2022-08-23 14:44:30.594686
377.0,2022-08-24 16:00:00,SPY220824C00377000,2022-08-03 3:46PM EDT,39.4,36.07,36.23,0.0,-,1,1,0.5879,2022-08-23 14:44:30.594686
378.0,2022-08-24 16:00:00,SPY220824C00378000,2022-08-22 9:33AM EDT,38.83,35.94,36.13,0.0,-,2,0,0.8564,2022-08-23 14:44:30.594686
379.0,2022-08-24 16:00:00,SPY220824C00379000,2022-08-22 9:42AM EDT,33.85,33.96,34.11,-3.53,-9.44%,1,2,0.0,2022-08-23 14:44:30.594686
380.0,2022-08-24 16:00:00,SPY220824C00380000,2022-08-23 10:14AM EDT,35.35,33.08,33.22,0.31,+0.88%,2,1075,0.5352,2022-08-23 14:44:30.594686
381.0,2022-08-24 16:00:00,SPY220824C00381000,2022-08-12 3:23PM EDT,45.36,32.08,32.22,0.0,-,1,10,0.5215,2022-08-23 14:44:30.594686
382.0,2022-08-24 16:00:00,SPY220824C00382000,2022-08-09 3:35PM EDT,30.41,31.03,31.18,0.0,-,1,25,0.4707,2022-08-23 14:44:30.594686
383.0,2022-08-24 16:00:00,SPY220824C00383000,2022-08-23 2:22PM EDT,30.03,30.07,30.22,-0.5,-1.64%,19,0,0.49219999999999997,2022-08-23 14:44:30.594686
384.0,2022-08-24 16:00:00,SPY220824C00384000,2022-08-23 1:55PM EDT,28.3,28.94,29.08,-3.21,-10.19%,7,78,0.0,2022-08-23 14:44:30.594686
385.0,2022-08-24 16:00:00,SPY220824C00385000,2022-08-23 2:22PM EDT,28.01,28.12,28.26,-1.31,-4.47%,8,751,0.48829999999999996,2022-08-23 14:44:30.594686
386.0,2022-08-24 16:00:00,SPY220824C00386000,2022-08-23 2:28PM EDT,27.2,27.12,27.13,-1.75,-6.04%,1,0,0.33590000000000003,2022-08-23 14:44:30.594686
387.0,2022-08-24 16:00:00,SPY220824C00387000,2022-08-23 2:25PM EDT,26.2,26.1,26.25,-13.59,-34.15%,14,277,0.4522,2022-08-23 14:44:30.594686
388.0,2022-08-24 16:00:00,SPY220824C00388000,2022-08-22 2:54PM EDT,24.8,25.12,25.27,0.0,-,5,284,0.4482,2022-08-23 14:44:30.594686
389.0,2022-08-24 16:00:00,SPY220824C00389000,2022-08-23 1:16PM EDT,24.24,24.11,24.26,0.01,+0.04%,5,89,0.4277,2022-08-23 14:44:30.594686
390.0,2022-08-24 16:00:00,SPY220824C00390000,2022-08-23 10:56AM EDT,23.08,23.13,23.26,-0.3,-1.28%,5,0,0.4121,2022-08-23 14:44:30.594686
391.0,2022-08-24 16:00:00,SPY220824C00391000,2022-08-23 12:33PM EDT,21.29,22.09,22.21,-3.39,-13.74%,25,72,0.3691,2022-08-23 14:44:30.594686
392.0,2022-08-24 16:00:00,SPY220824C00392000,2022-08-22 12:48PM EDT,22.99,21.05,21.18,0.0,-,8,107,0.33399999999999996,2022-08-23 14:44:30.594686
393.0,2022-08-24 16:00:00,SPY220824C00393000,2022-08-23 10:26AM EDT,21.59,20.12,20.24,1.61,+8.06%,18,222,0.3565,2022-08-23 14:44:30.594686
394.0,2022-08-24 16:00:00,SPY220824C00394000,2022-08-23 11:46AM EDT,19.25,19.07,19.19,-0.08,-0.41%,7,245,0.3125,2022-08-23 14:44:30.594686
395.0,2022-08-24 16:00:00,SPY220824C00395000,2022-08-23 10:41AM EDT,18.8,18.13,18.25,0.77,+4.27%,4,1327,0.3306,2022-08-23 14:44:30.594686
396.0,2022-08-24 16:00:00,SPY220824C00396000,2022-08-22 2:59PM EDT,16.97,17.02,17.16,0.0,-,28,231,0.26170000000000004,2022-08-23 14:44:30.594686
397.0,2022-08-24 16:00:00,SPY220824C00397000,2022-08-23 12:09PM EDT,15.95,16.08,16.2,-0.67,-4.03%,2,227,0.2754,2022-08-23 14:44:30.594686
398.0,2022-08-24 16:00:00,SPY220824C00398000,2022-08-23 10:00AM EDT,15.73,14.97,15.1,0.07,+0.45%,10,0,0.0,2022-08-23 14:44:30.594686
399.0,2022-08-24 16:00:00,SPY220824C00399000,2022-08-23 1:29PM EDT,14.5,14.15,14.28,0.57,+4.09%,12,164,0.2793,2022-08-23 14:44:30.594686
400.0,2022-08-24 16:00:00,SPY220824C00400000,2022-08-23 1:53PM EDT,12.2,13.13,13.28,-1.24,-9.23%,206,947,0.2627,2022-08-23 14:44:30.594686
401.0,2022-08-24 16:00:00,SPY220824C00401000,2022-08-23 2:11PM EDT,11.59,12.1,12.2,-0.96,-7.65%,111,1109,0.2158,2022-08-23 14:44:30.594686
402.0,2022-08-24 16:00:00,SPY220824C00402000,2022-08-23 2:21PM EDT,11.0,11.07,11.2,-0.6,-5.17%,29,0,0.20120000000000002,2022-08-23 14:44:30.594686
403.0,2022-08-24 16:00:00,SPY220824C00403000,2022-08-23 2:11PM EDT,9.53,10.18,10.29,-0.58,-5.74%,168,95,0.2158,2022-08-23 14:44:30.594686
404.0,2022-08-24 16:00:00,SPY220824C00404000,2022-08-23 2:15PM EDT,8.79,9.09,9.22,-1.24,-12.36%,201,191,0.1777,2022-08-23 14:44:30.594686
405.0,2022-08-24 16:00:00,SPY220824C00405000,2022-08-23 2:16PM EDT,7.88,8.19,8.29,-0.36,-4.37%,478,401,0.1816,2022-08-23 14:44:30.594686
406.0,2022-08-24 16:00:00,SPY220824C00406000,2022-08-23 2:22PM EDT,7.25,7.25,7.35,-0.79,-9.83%,190,0,0.17679999999999998,2022-08-23 14:44:30.594686
407.0,2022-08-24 16:00:00,SPY220824C00407000,2022-08-23 2:22PM EDT,6.36,6.35,6.43,-0.99,-13.47%,210,0,0.17190000000000003,2022-08-23 14:44:30.594686
408.0,2022-08-24 16:00:00,SPY220824C00408000,2022-08-23 2:26PM EDT,5.42,5.5,5.58,-1.18,-17.88%,856,475,0.1729,2022-08-23 14:44:30.594686
409.0,2022-08-24 16:00:00,SPY220824C00409000,2022-08-23 2:25PM EDT,4.75,4.63,4.72,-1.06,-18.24%,1201,544,0.16699999999999998,2022-08-23 14:44:30.594686
410.0,2022-08-24 16:00:00,SPY220824C00410000,2022-08-23 2:27PM EDT,3.92,3.88,3.92,-1.07,-21.44%,6938,1743,0.1631,2022-08-23 14:44:30.594686
411.0,2022-08-24 16:00:00,SPY220824C00411000,2022-08-23 2:28PM EDT,3.22,3.22,3.24,-1.14,-26.15%,11091,0,0.16469999999999999,2022-08-23 14:44:30.594686
412.0,2022-08-24 16:00:00,SPY220824C00412000,2022-08-23 2:29PM EDT,2.53,2.55,2.57,-1.18,-31.81%,45519,1964,0.16079999999999997,2022-08-23 14:44:30.594686
413.0,2022-08-24 16:00:00,SPY220824C00413000,2022-08-23 2:29PM EDT,1.96,1.95,1.96,-1.15,-36.98%,119803,6100,0.1558,2022-08-23 14:44:30.594686
414.0,2022-08-24 16:00:00,SPY220824C00414000,2022-08-23 2:29PM EDT,1.48,1.48,1.5,-1.07,-41.96%,161900,6794,0.1563,2022-08-23 14:44:30.594686
415.0,2022-08-24 16:00:00,SPY220824C00415000,2022-08-23 2:29PM EDT,1.08,1.09,1.1,-1.0,-48.08%,177999,12111,0.1548,2022-08-23 14:44:30.594686
416.0,2022-08-24 16:00:00,SPY220824C00416000,2022-08-23 2:28PM EDT,0.78,0.77,0.78,-0.89,-53.29%,93775,11879,0.1536,2022-08-23 14:44:30.594686
417.0,2022-08-24 16:00:00,SPY220824C00417000,2022-08-23 2:29PM EDT,0.52,0.52,0.53,-0.79,-60.31%,66350,9052,0.1519,2022-08-23 14:44:30.594686
418.0,2022-08-24 16:00:00,SPY220824C00418000,2022-08-23 2:28PM EDT,0.36,0.34,0.35,-0.66,-64.71%,54751,9525,0.1509,2022-08-23 14:44:30.594686
419.0,2022-08-24 16:00:00,SPY220824C00419000,2022-08-23 2:29PM EDT,0.22,0.22,0.23,-0.56,-71.79%,30296,0,0.1514,2022-08-23 14:44:30.594686
420.0,2022-08-24 16:00:00,SPY220824C00420000,2022-08-23 2:29PM EDT,0.14,0.13,0.14,-0.44,-75.86%,70489,19872,0.1499,2022-08-23 14:44:30.594686
421.0,2022-08-24 16:00:00,SPY220824C00421000,2022-08-23 2:29PM EDT,0.09,0.08,0.09,-0.34,-79.07%,20059,6506,0.1519,2022-08-23 14:44:30.594686
422.0,2022-08-24 16:00:00,SPY220824C00422000,2022-08-23 2:28PM EDT,0.05,0.05,0.06,-0.26,-83.87%,13929,6594,0.1553,2022-08-23 14:44:30.594686
423.0,2022-08-24 16:00:00,SPY220824C00423000,2022-08-23 2:26PM EDT,0.04,0.03,0.04,-0.17,-80.95%,12164,7244,0.1582,2022-08-23 14:44:30.594686
424.0,2022-08-24 16:00:00,SPY220824C00424000,2022-08-23 2:29PM EDT,0.03,0.02,0.03,-0.11,-78.57%,13195,9035,0.1641,2022-08-23 14:44:30.594686
425.0,2022-08-24 16:00:00,SPY220824C00425000,2022-08-23 2:28PM EDT,0.02,0.01,0.02,-0.09,-81.82%,8096,11233,0.168,2022-08-23 14:44:30.594686
426.0,2022-08-24 16:00:00,SPY220824C00426000,2022-08-23 2:22PM EDT,0.01,0.01,0.02,-0.07,-87.50%,4249,6011,0.1797,2022-08-23 14:44:30.594686
427.0,2022-08-24 16:00:00,SPY220824C00427000,2022-08-23 2:16PM EDT,0.02,0.01,0.02,-0.04,-66.67%,3002,6278,0.19140000000000001,2022-08-23 14:44:30.594686
428.0,2022-08-24 16:00:00,SPY220824C00428000,2022-08-23 2:16PM EDT,0.01,0.01,0.02,-0.03,-75.00%,2623,4712,0.20309999999999997,2022-08-23 14:44:30.594686
429.0,2022-08-24 16:00:00,SPY220824C00429000,2022-08-23 2:27PM EDT,0.01,0.01,0.02,-0.02,-66.67%,4976,5545,0.21489999999999998,2022-08-23 14:44:30.594686
430.0,2022-08-24 16:00:00,SPY220824C00430000,2022-08-23 2:23PM EDT,0.01,0.0,0.01,-0.02,-66.67%,2859,12246,0.2109,2022-08-23 14:44:30.594686
431.0,2022-08-24 16:00:00,SPY220824C00431000,2022-08-23 2:15PM EDT,0.01,0.0,0.01,-0.02,-66.67%,441,5785,0.2188,2022-08-23 14:44:30.594686
432.0,2022-08-24 16:00:00,SPY220824C00432000,2022-08-23 1:30PM EDT,0.01,0.0,0.01,-0.01,-50.00%,43,5289,0.2305,2022-08-23 14:44:30.594686
433.0,2022-08-24 16:00:00,SPY220824C00433000,2022-08-23 2:15PM EDT,0.01,0.0,0.01,0.0,-,570,0,0.2422,2022-08-23 14:44:30.594686
434.0,2022-08-24 16:00:00,SPY220824C00434000,2022-08-23 2:15PM EDT,0.01,0.0,0.01,0.0,-,16,4359,0.25,2022-08-23 14:44:30.594686
435.0,2022-08-24 16:00:00,SPY220824C00435000,2022-08-23 2:01PM EDT,0.01,0.0,0.01,-0.01,-50.00%,74,3189,0.26170000000000004,2022-08-23 14:44:30.594686
436.0,2022-08-24 16:00:00,SPY220824C00436000,2022-08-23 1:07PM EDT,0.01,0.0,0.01,0.0,-,127,2232,0.2734,2022-08-23 14:44:30.594686
437.0,2022-08-24 16:00:00,SPY220824C00437000,2022-08-23 12:21PM EDT,0.01,0.0,0.01,0.0,-,52,1656,0.2813,2022-08-23 14:44:30.594686
438.0,2022-08-24 16:00:00,SPY220824C00438000,2022-08-23 11:12AM EDT,0.01,0.0,0.01,0.0,-,119,3945,0.293,2022-08-23 14:44:30.594686
439.0,2022-08-24 16:00:00,SPY220824C00439000,2022-08-22 3:52PM EDT,0.01,0.0,0.01,0.0,-,2,1401,0.30469999999999997,2022-08-23 14:44:30.594686
440.0,2022-08-24 16:00:00,SPY220824C00440000,2022-08-23 2:23PM EDT,0.01,0.0,0.01,0.0,-,5,2521,0.3125,2022-08-23 14:44:30.594686
441.0,2022-08-24 16:00:00,SPY220824C00441000,2022-08-23 2:23PM EDT,0.01,0.0,0.01,0.0,-,3,0,0.32420000000000004,2022-08-23 14:44:30.594686
442.0,2022-08-24 16:00:00,SPY220824C00442000,2022-08-22 3:11PM EDT,0.01,0.0,0.01,0.0,-,538,944,0.33590000000000003,2022-08-23 14:44:30.594686
443.0,2022-08-24 16:00:00,SPY220824C00443000,2022-08-23 2:16PM EDT,0.01,0.0,0.01,0.0,-,19,5911,0.34380000000000005,2022-08-23 14:44:30.594686
444.0,2022-08-24 16:00:00,SPY220824C00444000,2022-08-23 10:17AM EDT,0.01,0.0,0.01,0.0,-,14,871,0.35159999999999997,2022-08-23 14:44:30.594686
445.0,2022-08-24 16:00:00,SPY220824C00445000,2022-08-23 2:01PM EDT,0.01,0.0,0.01,0.0,-,24,681,0.36329999999999996,2022-08-23 14:44:30.594686
446.0,2022-08-24 16:00:00,SPY220824C00446000,2022-08-22 10:19AM EDT,0.01,0.0,0.01,0.0,-,82,558,0.375,2022-08-23 14:44:30.594686
447.0,2022-08-24 16:00:00,SPY220824C00447000,2022-08-19 1:43PM EDT,0.01,0.0,0.01,0.0,-,4,168,0.38280000000000003,2022-08-23 14:44:30.594686
448.0,2022-08-24 16:00:00,SPY220824C00448000,2022-08-23 9:50AM EDT,0.01,0.0,0.01,0.0,-,1,325,0.3906,2022-08-23 14:44:30.594686
449.0,2022-08-24 16:00:00,SPY220824C00449000,2022-08-23 1:30PM EDT,0.01,0.0,0.01,0.0,-,4,483,0.40630000000000005,2022-08-23 14:44:30.594686
450.0,2022-08-24 16:00:00,SPY220824C00450000,2022-08-23 1:00PM EDT,0.01,0.0,0.01,0.0,-,6,624,0.41409999999999997,2022-08-23 14:44:30.594686
451.0,2022-08-24 16:00:00,SPY220824C00451000,2022-08-18 9:51AM EDT,0.01,0.0,0.01,0.0,-,55,147,0.4219,2022-08-23 14:44:30.594686
452.0,2022-08-24 16:00:00,SPY220824C00452000,2022-08-19 10:44AM EDT,0.02,0.0,0.01,0.0,-,42,537,0.42969999999999997,2022-08-23 14:44:30.594686
453.0,2022-08-24 16:00:00,SPY220824C00453000,2022-08-18 2:27PM EDT,0.01,0.0,0.01,0.0,-,776,785,0.4375,2022-08-23 14:44:30.594686
454.0,2022-08-24 16:00:00,SPY220824C00454000,2022-08-22 9:30AM EDT,0.01,0.0,0.01,0.0,-,25,195,0.4531,2022-08-23 14:44:30.594686
455.0,2022-08-24 16:00:00,SPY220824C00455000,2022-08-18 2:58PM EDT,0.01,0.0,0.01,0.0,-,215,790,0.46090000000000003,2022-08-23 14:44:30.594686
456.0,2022-08-24 16:00:00,SPY220824C00456000,2022-08-19 9:51AM EDT,0.01,0.0,0.01,0.0,-,1,195,0.46880000000000005,2022-08-23 14:44:30.594686
457.0,2022-08-24 16:00:00,SPY220824C00457000,2022-08-18 9:30AM EDT,0.02,0.0,0.01,0.0,-,1,6,0.47659999999999997,2022-08-23 14:44:30.594686
458.0,2022-08-24 16:00:00,SPY220824C00458000,2022-08-16 2:14PM EDT,0.02,0.0,0.01,0.0,-,2,2,0.4844,2022-08-23 14:44:30.594686
460.0,2022-08-24 16:00:00,SPY220824C00460000,2022-08-17 2:58PM EDT,0.01,0.0,0.01,-0.01,-50.00%,1,55,0.5078,2022-08-23 14:44:30.594686
461.0,2022-08-24 16:00:00,SPY220824C00461000,2022-08-22 1:10PM EDT,0.01,0.0,0.01,0.0,-,8,9,0.5156000000000001,2022-08-23 14:44:30.594686
462.0,2022-08-24 16:00:00,SPY220824C00462000,2022-08-22 9:46AM EDT,0.01,0.0,0.01,0.0,-,1,1,0.5,2022-08-23 14:44:30.594686
463.0,2022-08-24 16:00:00,SPY220824C00463000,2022-08-16 3:06PM EDT,0.01,0.0,0.01,0.0,-,1,1,0.5,2022-08-23 14:44:30.594686
464.0,2022-08-24 16:00:00,SPY220824C00464000,2022-08-17 9:51AM EDT,0.01,0.0,0.01,0.0,-,20,269,0.5156000000000001,2022-08-23 14:44:30.594686
465.0,2022-08-24 16:00:00,SPY220824C00465000,2022-08-23 9:33AM EDT,0.01,0.0,0.01,0.0,-,2,0,0.5156000000000001,2022-08-23 14:44:30.594686
466.0,2022-08-24 16:00:00,SPY220824C00466000,2022-08-16 10:12AM EDT,0.01,0.0,0.01,0.0,-,120,120,0.5313,2022-08-23 14:44:30.594686
467.0,2022-08-24 16:00:00,SPY220824C00467000,2022-08-17 10:02AM EDT,0.01,0.0,0.01,0.0,-,288,498,0.5313,2022-08-23 14:44:30.594686
468.0,2022-08-24 16:00:00,SPY220824C00468000,2022-08-19 10:01AM EDT,0.01,0.0,0.01,0.0,-,1,0,0.5468999999999999,2022-08-23 14:44:30.594686
469.0,2022-08-24 16:00:00,SPY220824C00469000,2022-08-17 9:41AM EDT,0.01,0.0,0.01,0.0,-,0,247,0.5625,2022-08-23 14:44:30.594686
470.0,2022-08-24 16:00:00,SPY220824C00470000,2022-08-16 1:59PM EDT,0.01,0.0,0.01,0.0,-,2,131,0.5625,2022-08-23 14:44:30.594686
471.0,2022-08-24 16:00:00,SPY220824C00471000,2022-08-17 9:46AM EDT,0.01,0.0,0.01,0.0,-,287,0,0.5625,2022-08-23 14:44:30.594686
472.0,2022-08-24 16:00:00,SPY220824C00472000,2022-08-17 9:59AM EDT,0.01,0.0,0.01,0.0,-,0,367,0.5781000000000001,2022-08-23 14:44:30.594686
474.0,2022-08-24 16:00:00,SPY220824C00474000,2022-08-11 12:01PM EDT,0.01,0.0,0.01,0.0,-,0,1,0.5938,2022-08-23 14:44:30.594686
475.0,2022-08-24 16:00:00,SPY220824C00475000,2022-08-17 9:55AM EDT,0.01,0.0,0.01,0.0,-,0,80,0.6093999999999999,2022-08-23 14:44:30.594686
476.0,2022-08-24 16:00:00,SPY220824C00476000,2022-08-17 9:35AM EDT,0.01,0.0,0.01,0.0,-,0,0,0.6093999999999999,2022-08-23 14:44:30.594686
477.0,2022-08-24 16:00:00,SPY220824C00477000,2022-08-18 11:00AM EDT,0.01,0.0,0.01,0.0,-,0,1,0.625,2022-08-23 14:44:30.594686
480.0,2022-08-24 16:00:00,SPY220824C00480000,2022-08-03 12:12PM EDT,0.01,0.0,0.01,0.0,-,13,18,0.6406000000000001,2022-08-23 14:44:30.594686
481.0,2022-08-24 16:00:00,SPY220824C00481000,2022-08-17 9:43AM EDT,0.01,0.0,0.01,0.0,-,0,15,0.6563,2022-08-23 14:44:30.594686
482.0,2022-08-24 16:00:00,SPY220824C00482000,2022-08-16 10:33AM EDT,0.01,0.0,0.01,0.0,-,3,3,0.6563,2022-08-23 14:44:30.594686
485.0,2022-08-24 16:00:00,SPY220824C00485000,2022-08-17 9:41AM EDT,0.01,0.0,0.01,0.0,-,0,32,0.6875,2022-08-23 14:44:30.594686
490.0,2022-08-24 16:00:00,SPY220824C00490000,2022-08-23 9:50AM EDT,0.01,0.0,0.01,0.0,-,100,1522,0.7188,2022-08-23 14:44:30.594686
200.0,2022-08-26 16:00:00,SPY220826C00200000,2022-08-16 10:55AM EDT,227.76,212.85,213.39,0.0,-,1,6,0.5,2022-08-23 14:44:31.976130
205.0,2022-08-26 16:00:00,SPY220826C00205000,2022-08-15 3:54PM EDT,223.75,208.04,208.23,0.0,-,0,10,2.125,2022-08-23 14:44:31.976130
215.0,2022-08-26 16:00:00,SPY220826C00215000,2022-08-15 3:59PM EDT,213.74,198.04,198.23,0.0,-,0,3,1.9844,2022-08-23 14:44:31.976130
260.0,2022-08-26 16:00:00,SPY220826C00260000,2022-07-22 9:37AM EDT,139.65,161.91,162.57,0.0,-,2,1,3.9922000000000004,2022-08-23 14:44:31.976130
280.0,2022-08-26 16:00:00,SPY220826C00280000,2022-07-27 3:51PM EDT,121.88,133.15,133.32,0.0,-,1,1,1.5,2022-08-23 14:44:31.976130
300.0,2022-08-26 16:00:00,SPY220826C00300000,2022-07-14 9:30AM EDT,75.01,126.77,127.2,0.0,-,4,4,3.5404,2022-08-23 14:44:31.976130
320.0,2022-08-26 16:00:00,SPY220826C00320000,2022-07-27 2:18PM EDT,77.0,93.14,93.29,0.0,-,5,7,1.0039,2022-08-23 14:44:31.976130
325.0,2022-08-26 16:00:00,SPY220826C00325000,2022-07-29 2:53PM EDT,87.38,88.17,88.34,0.0,-,3,2,0.9922,2022-08-23 14:44:31.976130
330.0,2022-08-26 16:00:00,SPY220826C00330000,2022-08-18 12:32PM EDT,96.7,83.16,83.33,0.0,-,2,32,0.9258,2022-08-23 14:44:31.976130
340.0,2022-08-26 16:00:00,SPY220826C00340000,2022-07-13 11:57AM EDT,42.81,86.85,87.28,0.0,-,2,2,2.5856,2022-08-23 14:44:31.976130
345.0,2022-08-26 16:00:00,SPY220826C00345000,2022-08-23 10:26AM EDT,69.45,68.13,68.28,-1.01,-1.43%,1,8,0.7245999999999999,2022-08-23 14:44:31.976130
349.0,2022-08-26 16:00:00,SPY220826C00349000,2022-08-22 11:58AM EDT,66.64,64.13,64.31,0.0,-,1,17,0.6992,2022-08-23 14:44:31.976130
350.0,2022-08-26 16:00:00,SPY220826C00350000,2022-08-19 10:47AM EDT,73.41,63.15,63.32,0.0,-,15,35,0.7012,2022-08-23 14:44:31.976130
351.0,2022-08-26 16:00:00,SPY220826C00351000,2022-07-14 9:54AM EDT,29.02,75.88,76.31,0.0,-,0,4,2.3323,2022-08-23 14:44:31.976130
353.0,2022-08-26 16:00:00,SPY220826C00353000,2022-07-27 12:35PM EDT,45.35,60.11,60.28,0.0,-,0,2,0.6328,2022-08-23 14:44:31.976130
355.0,2022-08-26 16:00:00,SPY220826C00355000,2022-08-19 9:55AM EDT,68.31,58.16,58.31,0.0,-,1,51,0.6484000000000001,2022-08-23 14:44:31.976130
356.0,2022-08-26 16:00:00,SPY220826C00356000,2022-08-10 1:38PM EDT,63.54,57.13,57.31,0.0,-,1,4,0.625,2022-08-23 14:44:31.976130
357.0,2022-08-26 16:00:00,SPY220826C00357000,2022-07-29 11:04AM EDT,52.8,56.12,56.29,0.0,-,1,1,0.6015999999999999,2022-08-23 14:44:31.976130
358.0,2022-08-26 16:00:00,SPY220826C00358000,2022-07-29 3:03PM EDT,55.21,55.12,55.29,0.0,-,18,60,0.5918,2022-08-23 14:44:31.976130
359.0,2022-08-26 16:00:00,SPY220826C00359000,2022-07-26 11:11AM EDT,36.11,54.09,54.26,0.0,-,1,51,0.5508,2022-08-23 14:44:31.976130
360.0,2022-08-26 16:00:00,SPY220826C00360000,2022-08-22 2:37PM EDT,53.39,53.17,53.33,0.0,-,50,167,0.6054999999999999,2022-08-23 14:44:31.976130
361.0,2022-08-26 16:00:00,SPY220826C00361000,2022-08-05 3:57PM EDT,53.25,52.21,52.34,0.0,-,2,137,0.6103999999999999,2022-08-23 14:44:31.976130
362.0,2022-08-26 16:00:00,SPY220826C00362000,2022-07-28 1:32PM EDT,44.7,51.17,51.3,0.0,-,1,40,0.5742,2022-08-23 14:44:31.976130
363.0,2022-08-26 16:00:00,SPY220826C00363000,2022-07-26 11:45AM EDT,31.66,50.02,50.15,0.0,-,1,23,0.47659999999999997,2022-08-23 14:44:31.976130
364.0,2022-08-26 16:00:00,SPY220826C00364000,2022-07-21 3:34PM EDT,36.64,57.97,58.63,0.0,-,1,58,1.6621000000000001,2022-08-23 14:44:31.976130
365.0,2022-08-26 16:00:00,SPY220826C00365000,2022-08-23 1:52PM EDT,47.5,48.15,48.28,-1.1,-2.26%,1,97,0.5293,2022-08-23 14:44:31.976130
366.0,2022-08-26 16:00:00,SPY220826C00366000,2022-08-10 1:38PM EDT,53.63,47.04,47.19,0.0,-,1,36,0.49810000000000004,2022-08-23 14:44:31.976130
367.0,2022-08-26 16:00:00,SPY220826C00367000,2022-08-22 3:27PM EDT,46.65,46.06,46.21,0.0,-,33,99,0.5049,2022-08-23 14:44:31.976130
368.0,2022-08-26 16:00:00,SPY220826C00368000,2022-08-10 3:21PM EDT,51.69,45.14,45.3,0.0,-,1,1,0.502,2022-08-23 14:44:31.976130
369.0,2022-08-26 16:00:00,SPY220826C00369000,2022-08-22 9:49AM EDT,47.05,44.05,44.21,0.0,-,1,110,0.4844,2022-08-23 14:44:31.976130
370.0,2022-08-26 16:00:00,SPY220826C00370000,2022-08-23 9:30AM EDT,42.91,43.19,43.33,-2.32,-5.13%,1,277,0.5049,2022-08-23 14:44:31.976130
371.0,2022-08-26 16:00:00,SPY220826C00371000,2022-08-22 1:11PM EDT,43.78,42.18,42.32,0.0,-,1,174,0.5225,2022-08-23 14:44:31.976130
372.0,2022-08-26 16:00:00,SPY220826C00372000,2022-08-22 1:51PM EDT,41.93,41.05,41.2,0.0,-,20,59,0.4473,2022-08-23 14:44:31.976130
372.5,2022-08-26 16:00:00,SPY220826C00372500,2022-07-20 10:52AM EDT,28.38,49.48,50.14,0.0,-,2,99,1.4831999999999999,2022-08-23 14:44:31.976130
